Emotion,Text
neutral,@snuffleupagous Brandon hi chutiang hmuna insawn turin ka rilru hneh thei ila ka duh tak zet. A tih duh ber chu Lexington-a insawn mai a ni.
neutral,@chelsea_playboy chuan RIP a ti a
neutral,"tin, chutiang chuan London thlengin car-ah chuan 500 degree vel a ni a, air con pawh a awm lo!"
neutral,http://twitpic.com/66roi - Mipa he truck hi ka ngai em em a ni! a rawn thawn let leh a ngai a ni cause thla khatah 687.00 leh thla khatah 236.00 ins a ni : ...
neutral,In lama thawmhnaw la tura haw
neutral,"@NerdAtCoolTable mixtape hming chu eng nge ni? Ka mixtape connect chu texas ah a insawn a, chuvang chuan tlangval thar ka zawng chhuak tur a ni"
neutral,Round about way-a ka tih chuan a ni ang. Public contact te chu ka personal contact ah copy hmasa phawt ila. thil lian tak a ni lo
neutral,Chawhmeh ei tur Cran-Grape
neutral,"Gee I&#39;m totally hatin&#39; this , a tak takah chuan ! Ka sawi tum chu like, duh ! Ka zir tling tawh a, ka mamawh chu refreshing tonite chauh a ni ! Sak ?"
neutral,nilengin hna thawk rawh
neutral,"@bcyde Anmahni hi engtin nge ka tih ang tih ka la ngaihtuah chhuak lo a, lungchhiatthlak takin So It&#39;ll take some more research before I know what&#39;s what."
neutral,chu mi bik nen chuan awm ve se a duh khawp mai....
neutral,ei tur halls cuz i throte sour a nei
neutral,well hetah hian hna thawk turin ka kal ta
neutral,cash zawng zawng leh trade zawng zawng...a hmu lo
neutral,@rachellee625 a hnim leh bawlhhlawh tak a ni tawh
neutral,Ka pum a na thlengin nuih ka ngai
neutral,"@churchpunkmom Pool kan la box up a, a chhan chu kan set up hmain lei hmun remchang ka level a ngai a ni."
neutral,Tlangte chu goodbye rawh. #fb ah a awm
neutral,Zanin dar 4 hmaa mut ka mamawh... ... So exhausted.
neutral,"@Sobk13 Ni e, chutiang chuan a lang - page hmuh tur a awm lo"
neutral,@rachmurrayX were i thawk em??
neutral,@dayawonton: Ka awm tawh!
neutral,Laptop&#39;s thrown a paddy.. So bouncing half of my &#39;live&#39; set down as wav&#39;s ..laptop thar leh ableton copy thar ka mamawh.. hey ho MTFBWY..
neutral,"@azboricua No. Coding lamah a bug a ni. Forum ah lut la, chutah chuan reg ti rawh. Chu chuan hna a thawk a nih chuan min hriattir ang che!"
neutral,Sorry tweetdeck ka hmang lo va vawiin hian tweet min phal lo
neutral,"@TheHyra u in vuak nasa hle. titawp rawh, khawngaihin? Ti mai rawh! Nike ang bawkin. RING TAKA NUI"
neutral,@RolliePollie32 Chaw lum ka ei a
neutral,@45H13Y chu chu server thlak nuam tak a ni lo...?
neutral,"@Art_Advisor haha heng thilte hi ka off mai dawn a ni...mahse, chutih hunah chuan ka phone spammers â atang chuan ka Tweet thei lo!"
neutral,@FrankieTheSats hian a hneh em? hrethiam lo
neutral,"Disneyland chu nimin khan a puak darh nasa hle a, tunah chuan hna a thawk leh ta"
neutral,"Brilliant day vawiin khan, car chu ka sil a, silfai ka ti bawk! Darkar khat hnuah hnathawhna hmuna kal mai tur a ni"
neutral,"@JeffAbel Vanduaithlak takin, a ni...pawn lamah ni lo!"
neutral,@OXtravaganza ka unaupa lian tan vawi khat chauh a ni...tunah chuan ka zo tawh
neutral,"Birmingham-a supernatural convention-ah khan tu pawhin goss an la nei a, dawhthei takin an nghak reng a ni!"
neutral,Ow a na hle mai
neutral,"Legally Blonde musical soundtrack ngaihthlak a ni. Lamenting kal tawh lo. Hnar thisen chhuahna seat ka lei ang a, keimah chauhin ka kal mai thei."
neutral,@CashCapone now cash u kno Hater ka ni lo.....jus upset ka update ka la nei lo
neutral,Swimsuit lei tur shopping ka hlau hle
neutral,@allconsoffun a ni tawh
neutral,@Willtothe no...ka chau mai mai..
neutral,@deadlyx um Mr. Thihthlak Sir . Khawngaihin Min Follow Thei Em On twitter .
neutral,@anthonyniblett hian @iwrm leh bangbang thlalak a khawlkhawmte chu a pare down a ngai dawn a ni
neutral,Action plot ka duh lo tih leh romance plot ka duh tih pawm hian feminist cause ka set back ang maiin min ti fo thin.
neutral,@EllaPaigeBabe engmah a ni lo tak zet. sooo bored xx
neutral,naktuk hian ka windows thar ka hmu ngei ka beisei. still using my mums lap... birthday naktuk eve leh facebook hian engtin emaw takin hna a thawk lo.
neutral,@hilarylanders Thih ang maiin ka hria tih ka hria!
neutral,Ka chabi dik tak chu ka duh leh ta
neutral,wave chu bing aiin a trend sang zawk ang
neutral,"@tommcfly Philippines tour, khawngaihin? Khawngaihin? Khawngaihin?"
neutral,@downtowndiane chuan free chocolate atan cutoff a miss eh well...bikini season a lo thleng dawn ta.....
neutral,Chutiang chuan wire tam tak chu sort out tur a ni
neutral,RAM upgrade=a zo tawh! FF still slow so disabling all add-ons Dik tak chuan engte nge cut siam ang tih chiang lo. Sophie duhthlanna ang mai a ni!
neutral,@tommcfly Khawngaihin french fans te hi theihnghilh suh u ! HENGAH hian kan awm !
neutral,Hna ka hmu lo nain school dang ah ka apply zel dawn.....I do want to teach!!!
neutral,ka topic chungchangah hian reply ka la nei lo lolz welll its not somethin you could reply too but yanno ;)
neutral,internet / javascript problem engemaw vangin Restuarant City ka lut thei lo niin a lang...
neutral, tinge ?
joy,naktuk ka piancham ka va nghakhlel tak
sadness,ka thiannu ka va ral dawn mek ka va han lunggai tak em!!!
joy,it mitmeng chu ava mai tak em
fear,phone call pawimawh deuh ka nghak mek ka va han huphurh tak
sadness, ka hmu leh tawh dawn lo hi k va han lunngai tak em
anger,ka ball min vawm bo sak daih chu le .
sadness,mite chuan an nantna te chu an hlimna derin an thup si a.
joy,a pian tirha ta vawi khat nan ka thianna pa chuan hlimna  a fapa a pianin a hmu ve ta
fear,mi hlimna lakah chuan tuman thil dang an ti ngam silo a
anger, ka thil neih zawng zawng nen ka hua che !
sadness,ka thiannu kawi chu ava to tak em
sadness,ka rawn haw meuh chuan ka in chu a lo danglam vek tawh mai a
joy,ka pass dawn chiang lutuk
joy, that hlauh chu  I kal ang u hmiang .
sadness,thil hrilh tur che ka nei mahse ka nei a mahse ka phone a lo thi deih!
sadness, ava pawi ve doctor koh a ngai em ?
joy,hmangaih ka hmuh vawikhat hmuh na ah khan ka va hlim em
fear,thil hlauhawm tawn dawnin ka mur chum chum zel
anger,kan in biak a va trul ve !
fear, ka thianpa bike khal trak zia chu ka mur chum chum mai
sadness,ka va ngai dawn che ve
fear,mi va ti hlauthawng tak ka ek ka cheh trep alawm
joy,ka va hlim tak ka puak dawin ka hria
sadness,ka pa nen chaun zanriah kan ei dawn anih hmel
joy,sikul tha deuhah ka lut dawn
joy, inhmuh lohna a va rei ve I dam maw
fear,ka thrianpa hian thil mak deuh deuh sawi a va ching tak
sadness,tuman an ringlo chu ava pawi em .
fear,k thianpa thil tih tum chu k va hlauh thawng pui e aw
joy,B.A ka pass
sadness,ka chuanve an phallo
anger,min ti phu alawm le
sadness,december kan thleng leh ta der mai a
joy,he khawvel ami hi ka nilo a rawn ti thut mai chuleh
anger,hah deuha hnathawh laia mi awm mai mai hmuh chu .
fear,ka pa ka chan dawn emaw ka tia lawm le
sadness,thil enkim a dik ve amaw tih laia
anger,ka pa ten kalve an phal lo an va han sual tak e aw
fear, chunngkaw tha tak neihloh hi chu a va pawi tak em
sadness,kan chak lo
joy,ka college duhna ah ka lut thei dawn ka va lawm tak
anger,thilsual tiah min mawhpuh chu le
joy,thil chhiar tuk ka nei bik.
joy,pass chhuah lawmna ah ka kal dawn
fear,thilnung an sawisak dan chu leh ka ngaih ava tha lo tak
fear,thil sa deuh ka in a ngai dawn
sadness, thil tih tur ka va ngah em em ve le
sadness, ka tui deuhna a chhe deih alawm le
sadness,vawinah ka thianpa ka chan hlauh mai
fear,kan team chu kan chhakloh ka va hlau ve
fear,hlauthawng
sadness,vawin chu biak tur ka va duh tak em 
sadness,kan zirtir tu ka chhan hlauh mai a
fear,vawin chu eng tak thleng ang maw
neutral,dawr ka kal dawn
joy, tunlai ka va fit ve
joy,christmas present tur kan lei treuh mai
neutral,ka sam a buang tih ka theihnghil trep alawm le
fear,father an k bialpa chungchang a hre chhuakhlauh mai
fear,tu mah tello loa kal chu ka va huphurh tak em
fear,silai in a kap thut mai a
neutral, thian tha tak ka nei alawm
fear,engtin nge ka tih dawn
joy,a va tui tak
joy,a hlim ngat ang
fear,kan flim en chu a va den ve
joy,the homewaork k zo ta
fear,ui in min han um vak mai chu
neutral, a chang changin 
anger,mei khu chu k va ning vee
fear,a tet laia k hlauh thin zia kh
fear,pa ka hlau .
joy,naktuk ka va nhakhlel ve
anger,ka thinrim
anger,a thinrim na in sum hram hram in ka tha e tiin a chhang
joy,thil ti zo vat vat the ang
fear,police in min ko thut alwm le
fear,a rawn kal thut mai
sadness,oi k rei
anger,a va thinrim ve
sadness,e khai aw a
anger,k thil pek ah lawmna chang pawh I hriatloh chu le
anger,tunge ka thil ru che u
joy,ava zai thiam tak em
fear,min va ti hlauthawng tak
anger,buaina a arawn thleng thut thut mai a.
sadness,a thiante mit meng atrang chuan a hrethiam mai. 
joy,lawmna chauh ka nei 
anger,ava meng rum ve. 
sadness, ka va lunggai tak em 
joy,naktuk sermon chu ka nghakhlel khawp mai
joy,hlimna chu pathian in min ka pe hmem tak em
fear,min ti phu a lawm le
joy,zing thawh nuam le!
fear,zanin chu ka va hlau ve
anger, an va bengchheng e aw
joy,kha nu kha alo kal hlauh mai a
sadness,kan va chak teuh si em
joy,an thil puan chu ava tha ve.
fear,ka pass angem le
joy,thiante nen kan in tawng hlawl mai
sadness, ava pawi thin em.
fear,a rawn kal angem le aw
joy,naktuk kua a tha nagwt ang .
neutral, e?
sadness,thlalak ka thlir vawng vawng mai
fear,motor chu ava tlan chak e aw
sadness,a hmai a sen tawn tawn mai
sadness,mahni chiah in ka awm
joy,ava lam thiam tak.
anger,kha pa min tih dan chu leh
anger,a thil an lo tihchhiat sak
joy,pathian  hla ngaihthlak hi a va nuam ve 
sadness,ka ui a thi hlauh mai.
anger, min phatsan kha
sadness,mut pawh ka mu hman meuh lo:(
joy,hna thawh tur ka hmu hlauh mai
neutral, engmah
fear,ka mut laiin ka inah tu emaw an rawn lut thut mai chu
sadness,ka uite nu a thi hlauh mai
anger,ka duhdanin ti lo na the se
joy,biakin I kal ang u hmiang
anger,an va tenawm ve
sadness,mithi kan va ngah ve
sadness,kan inhmu leh tawn lo chu ani mai sia
joy,mi te chu an nui veng veng reng thei mai ah
joy,naktuk ah ka u nen kan inkel dawn
neutral,tha deuhin zir rawh aw
joy,kan zai dawn
fear,tun man a chungchang an hre lo
anger,tianga min han ti hi chu ka ve lawmlo ve
fear,ka hlauthawng lutuk
anger,ka thin a rim
joy, a nuam dawn lutuk ringawt mai
joy,nui rawh le.
fear,ka hmelhriat te min en dan chu a dikin k hrelo
fear,rualbanlohna chungchang i hriat belh duh chuan a hnui a mi hi hmek ru
fear,mahni in mawhpulh ringawt tur ani ngai lo e  mahni inhmanghaih hi a tha a nia
fear,mi 130000 chuanin rilru lam rualbanlohna an nei nia zirna in a tar lang anni
fear, rilru lam doctor hmuh awlsam i duh chuan hemi link ah hian click rawh
fear,hrileng vangin thin lama harsatna nei an pung zel
fear,Climate chnage vangin mi tam tak tan rilru hahna a pun belh zel
fear,rilru lam doctor hmuh awlsam i duh chuan hetah hian hmet rawh le
fear, ka ngaihtuahna ka rawn thawh ve mai mai
fear,panic attack lam hrechiang i pan duh chuan hetah hian hmet rawh le
fear, rilru hahchawlhna i duh chuan helam ah hian lo kal rawh le
fear, puithiam i hmuh duh chuan hetah hian rawn kal rawh le
fear,inchung teruhte ventilation nei mumal lo ah hian awm loh tur
fear,stress lam a puihna i duh chuan tah hian lo kal rawh
fear,hnathawhna avanga rilru hahna tam lam a pan zel
fear,online therapy la duh tan hetan rawn kal rawh le
fear,hnathawhna a rilru tibuai tute hmachhan dan te
fear,ka rilru hahna te hian mahni in hmangaih a ti harsa khawp mai
fear,nizan lama min ngaihtuah avanga min be tu zawng zawng chungah ka lam e
fear,rilru hahna ti dam dan ka hmu chhuak .tih tur ngai zawng chu miten ka ngaidam che an tih hi ani
fear,online a rirlu hahdamna atan skype hi a tha hle
fear,rilru hah damna hi a pawimawh
fear,heng mite hi rilru fim ber te an ni em
fear,skype hmaga counseling la duh tan
fear,enge ka awm dan pawh ka la hrethiam chiah lo
fear,hlauthawng loin thil tih tawp hi atha rilru hahdamnan
fear,nu leh naupang te tan sikul a let hi  a hlauhthawngawm
fear, thil kan  ti chhe nasa lutuk a pawisa pawh min pe duh lo
fear,i lo hahdamnan blanket leh luhkham nuam tak lo lei ve ta che
fear,i rilru hahdam nan heng thilte hi lo ti ve thin ang che
fear,vawin hi keima tan pawh hun pawimawh tak ani
fear,Online Psychotherapy lo  la ve ru
fear,SOCIAL ANXIETY nei te tan
fear,rilru lam buina zirchianna pa riat kan nei e
fear,naupang te tana rizei
fear,psychodermatology rilru lam eng pawh a huam
fear,rilru hahna hi bacteria vang ani thei angem
fear, enge personal identity disorder hi
fear,skype ah rilru lam doctor a awm e
fear,tu emaw khan thil ziah tur mn lo hrilh hram teh u ka rilru a hah lutuk
fear,rilru lam damdawi tam tak kan zuar e
fear,skype ah rilru lam hremi i zawng ve em
fear, rilru natna hla a rawn chhuak ta
fear, hlauna te hahna te
fear,rilru hahdamna i duh ve em	
fear, rilru hahna thlir lawkna ni 
fear, hna thawh rim laia rilru buina hmachhawn dan
fear, rilru hahna thlir lawkna ni
fear, hahna ni
fear, mi kan channa a mi kan sun hi a pawina a awm rere lo ania
fear, rilru hahna  chungchang hi khawngaihin lo thehdarh ve ru
fear, rilru hahna vangin sakhuana hlauh hi a awm thei  an nia
fear,rilru lama in veng hi atha ania
fear,sikul ah hun rei tak kan hmang hian kan rilru lam nasa takin a kaih hnawih ani
fear,enge i blood type in i chungchang a sawi
fear,zingah min ngaih tuahna zawng zawng ka hmuh hian ka lawm a ni
fear, rilru hahna zirchianna pa riat kan nei ta
fear, damdawi hian nasa takin kan rilru a khawih pawi thei ani	
fear,rilru hahna
fear, kan rilru hah hun lai ber hi kan buai lai ber ani chawk
fear, milar in a buaina a rawn puang darh ta ani
fear, rilru hahna te i hriatbelh duh em
fear,fa neih theihlohna hi mipa tam takin an vei mek ani
fear,rilru lam hre mi rawn rawn rawh le
fear,enge mi rilru hahna lan tir nate engtianga nasa in nge mi a khawih theih	
fear, ka ngaihtuahna ka rawn pho lang ani e
fear, autism chungchang i hriatbelh duh em
fear,rilru lam therapy la duh tan
fear,he thil hi rilru lam atan a chhiartur tha tak ani
fear, mi an lungngaih loh vangin an rilru hahna an neilo tihna anilo
fear,hmuh chi riata i thil ei i u upat hnua a khawih pawi theih te
fear,ha tha tak nei duh tan a thil pariat ti duh te tan
fear, engtin nge trauma in kan rilru a khawih pawi theih dan
fear, vawinah hemi hunah hian rilru lam ah in hriat tirna ah hian lo kal ve rawh
fear, kan estrogen in kan riilru lam a kaih hnawih dan
fear,rilru lam hriat belh duh chuan tah hian lo kal rawh le
fear,rilru lama mi thiamte rawn duh tan
fear, rilru lam in kan mizia a thlak dan
fear, tunah hian i hlima na um rawh thil dang nghak lo hram ru
fear, i nitin nundan in i rilru a khawih danglam nasa thei hle mai
fear, rilru hahna neite tan tahhian min rawn be ru
fear,social distance nei hram a tha e
fear,thil tih thut ngai i nei e
fear,i phone kha a puak thut thei ania
fear,tun thlenga signal neih loh chu k rilru a hah
fear,vawin chu a pawi hle mai
fear,rilru buina i nei ami
fear,	indo na chhuah thut theih ring ani
fear, in te lutuk emaw lian lutuk neihloh tur
fear,sawrkar in thil thalo an ti em loang chu maw
fear,hmelhriat loh nen a hnathawh loh hram i beisei ang	
fear, a tui a tihloh ka va hlau ve
fear, thluak chauh niloin kan rilru nen kan inzirtir a tha e
fear, mi pa emaw hmeichhia pawh nise kan pute hi chu hlauh tur
fear, exam kan nei dawn
fear, hlauhna neih te hi a tha
fear,ka hmaihte hi ka chan ang tih ka va hlau ve
fear, hruaituu tha kan neih a va trul em
fear, khawngaih takin lo dam hram rawh
fear, tinge a va har ve	
fear, kan khawvel chhiat tawh ziah hi
fear, 	hlau thawg suh
fear, thlahrang film ka en a ka hlau
fear, ka va huphurh e
fear, i hma lam hun ngun takin thlir ve rawh
fear, thihna chungchang ka vawi khat hriatna
fear, a bo thut mai
fear, sikul thluka hlauh ka neilo
fear,class a tumah hmel thriat neihloh mai chuh	
fear, doctor hmuh te nuam ka tilo
fear, hmelhriatloh biak ka hlau
fear, zan thiam ka hlau
fear, mahni in tumah kan awm lo
fear, enge i hlauh
fear, hlau reng reng suh
fear, tinge i hlauh leh thin le
fear, vawin chu ka van hlau tak
fear, mahni a zing hi chu a hlauhawm
fear, ka lak atrang kal bo lo hram rawh	
fear, eng thil nge i hlauh
fear, i thil hlauh min hrilh rawh
fear, hmehriat loh bula awm hi nuam ka tilo
fear, mipui zinga awm nuam ka tilo
fear, tlan chhe rawh
fear, bialpa a nei em ka zawt hlau
fear, min hmu lo hram se aw
fear, min hmu lo se ka van ti
fear, ka zam lutuk
fear, mipui hmaa ding hi ka zam
fear, mi in hnunga an au thut hian i hlau ve thin em
fear, ka kal ngam lo ka zam
fear, ui ka zam e
fear, kan nungchate humhalh te hi a trul a ni
fear,mi tam tak ruk bo an ni
fear, thil hmuh chhuan thar avangin kan thil neihte a rin tlak nge tlak lo zir chian mek a ni
fear, biakin chu nizan khan tu tih hriatloh ten an rawk ani
fear, rukru te kan tawng palh ang
fear, in thil an ru ange aw
fear, rukru te in tawng hlauh ange
fear, suamhmang te in tawng ange
fear, misual te in tawng ange
fear, misual an rawn kal dawn
fear, hremna i tawk ange
fear, i sual chuan ramhuai in a ru bo daih dawn che a nia aw
fear, ka dam chhuak leh thei a ngem le aw
fear, dam hram ila aw
fear, ka thi duh lo
fear, thi lo hram rawh
fear, thianpa min chhan rawh
fear, min chhan ru
fear, misual
fear, rukru
fear, ramhuai
fear, suamhmang
fear, thualthatu
fear, lungphu thalo te i nei ange
fear, lungphu thalo min neih tir dawn alawm le
fear,min pui hram ru
fear, mamawh hunah an rawn kal em ang chu maw
fear, mamawh niin khawiah mah an awm nang
fear, ka thi dawn amaw ka tiam lawm le
fear, hlau rere suh i tan ka awm a nia
fear, a thu sawi khan min ti hlauthawng alawm
sadness, ka lu a na a ka mu mek
sadness, mitthi inah ka awm mek
joy,thiante ka va kawm chak tawh e
neutral, thil intleng i duh em
fear, tinge ilo kal loh a i tha em 
fear, thianpa chu engtin tak awm ta maw a tha em ang chu maw
fear,	khaia tinge a thih thut a
sadness,ka hmangaih ka ngai che
sadness,tipalh
neutral, mut chhuak lo
fear, a thil ei hak a nge
sadness, a zo thei loang a
sadness, tlang lawn hi chu inhremna a ni ringawt
neutral, ka hre ve chiah e
sadness,na karen a awm lo
joy, a tha e
sadness,tinge zan ka mut theih miah loh le	
fear, a lawm loh thu a sawi a nia aw
sadness,ka hmagaih che emaw i ti chu ka tipalh aw
